driver_id,constructor_id,points,position,grid,laps,status,gap,fastest_rank,fastest,top_speed_kph,time_sec,season,round,race_name,circuit,gap_seconds
kevin_magnussen,haas,0,14,17,44,Finished,+1:06.105,14,1:47.848,233.795,107.848,2024,14,Belgian Grand Prix,spa,66.105
bottas,sauber,0,15,14,44,Finished,+1:10.112,9,1:47.019,235.606,107.019,2024,14,Belgian Grand Prix,spa,70.112
tsunoda,rb,0,16,20,44,Finished,+1:16.211,15,1:47.969,233.533,107.969,2024,14,Belgian Grand Prix,spa,76.211
sargeant,williams,0,17,18,44,Finished,+1:25.531,13,1:47.490,234.574,107.49000000000001,2024,14,Belgian Grand Prix,spa,85.531
hulkenberg,haas,0,18,16,44,Finished,+1:28.307,19,1:48.954,231.422,108.95400000000001,2024,14,Belgian Grand Prix,spa,88.307
norris,mclaren,26,1,1,72,Finished,1:30:45.519,1,1:13.817,207.708,73.81700000000001,2024,15,Dutch Grand Prix,zandvoort,0
max_verstappen,red_bull,18,2,2,72,Finished,+22.896,9,1:14.752,205.11,74.752,2024,15,Dutch Grand Prix,zandvoort,22.896
leclerc,ferrari,15,3,6,72,Finished,+25.439,7,1:14.585,205.569,74.58500000000001,2024,15,Dutch Grand Prix,zandvoort,25.439
piastri,mclaren,12,4,3,72,Finished,+27.337,5,1:14.237,206.533,74.237,2024,15,Dutch Grand Prix,zandvoort,27.337
sainz,ferrari,10,5,10,72,Finished,+32.137,4,1:14.117,206.867,74.117,2024,15,Dutch Grand Prix,zandvoort,32.137
perez,red_bull,8,6,5,72,Finished,+39.542,8,1:14.587,205.563,74.587,2024,15,Dutch Grand Prix,zandvoort,39.542
russell,mercedes,6,7,4,72,Finished,+44.617,3,1:13.927,207.399,73.92699999999999,2024,15,Dutch Grand Prix,zandvoort,44.617
hamilton,mercedes,4,8,14,72,Finished,+49.599,2,1:13.878,207.536,73.878,2024,15,Dutch Grand Prix,zandvoort,49.599
leclerc,ferrari,25,1,4,53,Finished,1:14:40.727,10,1:23.226,250.58,83.226,2024,16,Italian Grand Prix,monza,0
piastri,mclaren,18,2,2,53,Finished,+2.664,4,1:21.943,254.503,81.943,2024,16,Italian Grand Prix,monza,2.664
norris,mclaren,16,3,1,53,Finished,+6.153,1,1:21.432,256.1,81.432,2024,16,Italian Grand Prix,monza,6.153
sainz,ferrari,12,4,5,53,Finished,+15.621,9,1:23.219,250.601,83.219,2024,16,Italian Grand Prix,monza,15.621
hamilton,mercedes,10,5,6,53,Finished,+22.820,2,1:21.512,255.849,81.512,2024,16,Italian Grand Prix,monza,22.82
max_verstappen,red_bull,8,6,7,53,Finished,+37.932,3,1:21.745,255.12,81.745,2024,16,Italian Grand Prix,monza,37.932
russell,mercedes,6,7,3,53,Finished,+39.715,5,1:22.036,254.215,82.036,2024,16,Italian Grand Prix,monza,39.715
perez,red_bull,4,8,8,53,Finished,+54.148,8,1:22.971,251.35,82.971,2024,16,Italian Grand Prix,monza,54.148
albon,williams,2,9,9,53,Finished,+1:07.456,16,1:23.918,248.514,83.918,2024,16,Italian Grand Prix,monza,67.456
kevin_magnussen,haas,1,10,13,53,Finished,+1:08.302,12,1:23.437,249.946,83.437,2024,16,Italian Grand Prix,monza,68.30199999999999
alonso,aston_martin,0,11,11,53,Finished,+1:08.495,7,1:22.944,251.432,82.944,2024,16,Italian Grand Prix,monza,68.495
colapinto,williams,0,12,18,53,Finished,+1:21.308,14,1:23.728,249.077,83.72800000000001,2024,16,Italian Grand Prix,monza,81.30799999999999
ricciardo,rb,0,13,12,53,Finished,+1:33.452,17,1:24.219,247.625,84.219,2024,16,Italian Grand Prix,monza,93.452
piastri,mclaren,25,1,2,51,Finished,1:32:58.007,9,1:47.060,201.856,107.06,2024,17,Azerbaijan Grand Prix,baku,0
leclerc,ferrari,18,2,1,51,Finished,+10.910,10,1:47.067,201.843,107.06700000000001,2024,17,Azerbaijan Grand Prix,baku,10.91
russell,mercedes,15,3,5,51,Finished,+31.328,2,1:46.628,202.674,106.628,2024,17,Azerbaijan Grand Prix,baku,31.328
norris,mclaren,13,4,15,51,Finished,+36.143,1,1:45.255,205.318,105.255,2024,17,Azerbaijan Grand Prix,baku,36.143
max_verstappen,red_bull,10,5,6,51,Finished,+1:17.098,3,1:46.798,202.352,106.798,2024,17,Azerbaijan Grand Prix,baku,77.098
alonso,aston_martin,8,6,7,51,Finished,+1:25.468,8,1:47.057,201.862,107.057,2024,17,Azerbaijan Grand Prix,baku,85.468
albon,williams,6,7,9,51,Finished,+1:27.396,5,1:46.947,202.07,106.947,2024,17,Azerbaijan Grand Prix,baku,87.396
colapinto,williams,4,8,8,51,Finished,+1:29.541,12,1:47.274,201.454,107.274,2024,17,Azerbaijan Grand Prix,baku,89.541
hamilton,mercedes,2,9,19,51,Finished,+1:32.401,11,1:47.236,201.525,107.23599999999999,2024,17,Azerbaijan Grand Prix,baku,92.40100000000001
bearman,haas,1,10,10,51,Finished,+1:33.127,7,1:47.048,201.879,107.048,2024,17,Azerbaijan Grand Prix,baku,93.12700000000001
hulkenberg,haas,0,11,12,51,Finished,+1:33.465,14,1:47.691,200.674,107.691,2024,17,Azerbaijan Grand Prix,baku,93.465
gasly,alpine,0,12,18,51,Finished,+1:57.189,15,1:48.018,200.066,108.018,2024,17,Azerbaijan Grand Prix,baku,117.189
ricciardo,rb,0,13,14,51,Finished,+2:26.907,17,1:48.380,199.398,108.38,2024,17,Azerbaijan Grand Prix,baku,146.907
zhou,sauber,0,14,17,51,Finished,+2:28.841,13,1:47.644,200.761,107.644,2024,17,Azerbaijan Grand Prix,baku,148.841
norris,mclaren,25,1,1,62,Finished,1:40:52.571,2,1:34.925,187.347,94.925,2024,18,Singapore Grand Prix,marina_bay,0
max_verstappen,red_bull,18,2,2,62,Finished,+20.945,5,1:35.967,185.313,95.967,2024,18,Singapore Grand Prix,marina_bay,20.945
piastri,mclaren,15,3,5,62,Finished,+41.823,4,1:35.745,185.743,95.745,2024,18,Singapore Grand Prix,marina_bay,41.823
russell,mercedes,12,4,4,62,Finished,+1:01.040,10,1:37.047,183.251,97.047,2024,18,Singapore Grand Prix,marina_bay,61.04
leclerc,ferrari,10,5,9,62,Finished,+1:02.430,3,1:35.371,186.471,95.37100000000001,2024,18,Singapore Grand Prix,marina_bay,62.43
hamilton,mercedes,8,6,3,62,Finished,+1:25.248,12,1:37.393,182.6,97.393,2024,18,Singapore Grand Prix,marina_bay,85.248
sainz,ferrari,6,7,10,62,Finished,+1:36.039,7,1:36.561,184.173,96.561,2024,18,Singapore Grand Prix,marina_bay,96.039
leclerc,ferrari,25,1,4,56,Finished,1:35:09.639,6,1:37.834,202.861,97.834,2024,19,United States Grand Prix,americas,0
sainz,ferrari,18,2,3,56,Finished,+8.562,5,1:37.763,203.009,97.763,2024,19,United States Grand Prix,americas,8.562
max_verstappen,red_bull,15,3,2,56,Finished,+19.412,9,1:38.117,202.276,98.11699999999999,2024,19,United States Grand Prix,americas,19.412
norris,mclaren,12,4,1,56,Finished,+20.354,4,1:37.679,203.183,97.679,2024,19,United States Grand Prix,americas,20.354
piastri,mclaren,10,5,5,56,Finished,+21.921,7,1:37.883,202.76,97.88300000000001,2024,19,United States Grand Prix,americas,21.921
russell,mercedes,8,6,20,56,Finished,+56.295,3,1:37.656,203.231,97.656,2024,19,United States Grand Prix,americas,56.295
perez,red_bull,6,7,9,56,Finished,+59.072,13,1:38.514,201.461,98.51400000000001,2024,19,United States Grand Prix,americas,59.072
hulkenberg,haas,4,8,11,56,Finished,+1:02.957,12,1:38.404,201.686,98.404,2024,19,United States Grand Prix,americas,62.957
lawson,rb,2,9,19,56,Finished,+1:10.563,8,1:38.091,202.33,98.09100000000001,2024,19,United States Grand Prix,americas,70.563
colapinto,williams,1,10,15,56,Finished,+1:11.979,2,1:37.611,203.325,97.61099999999999,2024,19,United States Grand Prix,americas,71.979
kevin_magnussen,haas,0,11,8,56,Finished,+1:19.782,10,1:38.210,202.085,98.21000000000001,2024,19,United States Grand Prix,americas,79.782
gasly,alpine,0,12,6,56,Finished,+1:30.558,11,1:38.311,201.877,98.311,2024,19,United States Grand Prix,americas,90.55799999999999
sainz,ferrari,25,1,1,71,Finished,1:40:55.800,7,1:20.137,193.348,80.137,2024,20,Mexico City Grand Prix,rodriguez,0
norris,mclaren,18,2,3,71,Finished,+4.705,4,1:19.691,194.43,79.691,2024,20,Mexico City Grand Prix,rodriguez,4.705
leclerc,ferrari,16,3,4,71,Finished,+34.387,1,1:18.336,197.794,78.336,2024,20,Mexico City Grand Prix,rodriguez,34.387
hamilton,mercedes,12,4,6,71,Finished,+44.780,8,1:20.371,192.785,80.371,2024,20,Mexico City Grand Prix,rodriguez,44.78
russell,mercedes,10,5,5,71,Finished,+48.536,11,1:20.731,191.926,80.731,2024,20,Mexico City Grand Prix,rodriguez,48.536
max_verstappen,red_bull,8,6,2,71,Finished,+59.558,13,1:20.872,191.591,80.872,2024,20,Mexico City Grand Prix,rodriguez,59.558
kevin_magnussen,haas,6,7,7,71,Finished,+1:03.642,9,1:20.637,192.15,80.637,2024,20,Mexico City Grand Prix,rodriguez,63.642
piastri,mclaren,4,8,17,71,Finished,+1:04.928,5,1:20.064,193.525,80.064,2024,20,Mexico City Grand Prix,rodriguez,64.928
max_verstappen,red_bull,26,1,17,69,Finished,2:06:54.430,1,1:20.472,192.767,80.47200000000001,2024,21,São Paulo Grand Prix,interlagos,0
ocon,alpine,18,2,4,69,Finished,+19.477,7,1:21.771,189.705,81.771,2024,21,São Paulo Grand Prix,interlagos,19.477
gasly,alpine,15,3,13,69,Finished,+22.532,5,1:21.645,189.998,81.645,2024,21,São Paulo Grand Prix,interlagos,22.532
russell,mercedes,12,4,2,69,Finished,+23.265,6,1:21.645,189.998,81.645,2024,21,São Paulo Grand Prix,interlagos,23.265
leclerc,ferrari,10,5,6,69,Finished,+30.177,4,1:21.631,190.03,81.631,2024,21,São Paulo Grand Prix,interlagos,30.177
norris,mclaren,8,6,1,69,Finished,+31.372,2,1:21.517,190.296,81.517,2024,21,São Paulo Grand Prix,interlagos,31.372
tsunoda,rb,6,7,3,69,Finished,+42.056,8,1:21.828,189.573,81.828,2024,21,São Paulo Grand Prix,interlagos,42.056
piastri,mclaren,4,8,8,69,Finished,+44.943,3,1:21.532,190.261,81.532,2024,21,São Paulo Grand Prix,interlagos,44.943
lawson,rb,2,9,5,69,Finished,+50.452,10,1:22.123,188.892,82.123,2024,21,São Paulo Grand Prix,interlagos,50.452
hamilton,mercedes,1,10,14,69,Finished,+50.753,9,1:22.041,189.081,82.041,2024,21,São Paulo Grand Prix,interlagos,50.753
perez,red_bull,0,11,12,69,Finished,+51.531,11,1:22.143,188.846,82.143,2024,21,São Paulo Grand Prix,interlagos,51.531
bearman,haas,0,12,15,69,Finished,+57.085,13,1:22.494,188.042,82.494,2024,21,São Paulo Grand Prix,interlagos,57.085
bottas,sauber,0,13,11,69,Finished,+1:03.588,14,1:22.877,187.173,82.877,2024,21,São Paulo Grand Prix,interlagos,63.588
alonso,aston_martin,0,14,9,69,Finished,+1:18.049,12,1:22.293,188.502,82.293,2024,21,São Paulo Grand Prix,interlagos,78.049
zhou,sauber,0,15,19,69,Finished,+1:19.649,15,1:23.058,186.765,83.05799999999999,2024,21,São Paulo Grand Prix,interlagos,79.649
russell,mercedes,25,1,1,50,Finished,1:22:05.969,4,1:35.717,233.225,95.717,2024,22,Las Vegas Grand Prix,vegas,0
hamilton,mercedes,18,2,10,50,Finished,+7.313,2,1:35.480,233.803,95.47999999999999,2024,22,Las Vegas Grand Prix,vegas,7.313
sainz,ferrari,15,3,2,50,Finished,+11.906,5,1:35.875,232.84,95.875,2024,22,Las Vegas Grand Prix,vegas,11.906
leclerc,ferrari,12,4,4,50,Finished,+14.283,3,1:35.674,233.329,95.674,2024,22,Las Vegas Grand Prix,vegas,14.283
max_verstappen,red_bull,10,5,5,50,Finished,+16.582,6,1:36.248,231.938,96.24799999999999,2024,22,Las Vegas Grand Prix,vegas,16.582
norris,mclaren,9,6,6,50,Finished,+43.385,1,1:34.876,235.292,94.876,2024,22,Las Vegas Grand Prix,vegas,43.385
piastri,mclaren,6,7,8,50,Finished,+51.365,13,1:36.598,231.097,96.598,2024,22,Las Vegas Grand Prix,vegas,51.365
hulkenberg,haas,4,8,9,50,Finished,+59.808,12,1:36.585,231.129,96.58500000000001,2024,22,Las Vegas Grand Prix,vegas,59.808
tsunoda,rb,2,9,7,50,Finished,+1:02.808,16,1:36.957,230.242,96.957,2024,22,Las Vegas Grand Prix,vegas,62.808
perez,red_bull,1,10,15,50,Finished,+1:03.114,8,1:36.326,231.75,96.326,2024,22,Las Vegas Grand Prix,vegas,63.114
alonso,aston_martin,0,11,16,50,Finished,+1:09.195,10,1:36.553,231.205,96.553,2024,22,Las Vegas Grand Prix,vegas,69.195
kevin_magnussen,haas,0,12,12,50,Finished,+1:09.803,11,1:36.557,231.196,96.557,2024,22,Las Vegas Grand Prix,vegas,69.803
zhou,sauber,0,13,13,50,Finished,+1:14.085,7,1:36.324,231.755,96.324,2024,22,Las Vegas Grand Prix,vegas,74.08500000000001
colapinto,williams,0,14,20,50,Finished,+1:15.172,15,1:36.867,230.456,96.86699999999999,2024,22,Las Vegas Grand Prix,vegas,75.172
stroll,aston_martin,0,15,18,50,Finished,+1:24.102,18,1:37.179,229.716,97.179,2024,22,Las Vegas Grand Prix,vegas,84.102
lawson,rb,0,16,14,50,Finished,+1:31.005,17,1:36.980,230.187,96.97999999999999,2024,22,Las Vegas Grand Prix,vegas,91.005
max_verstappen,red_bull,25,1,2,57,Finished,1:31:05.323,2,1:22.905,235.31,82.905,2024,23,Qatar Grand Prix,losail,0
leclerc,ferrari,18,2,5,57,Finished,+6.031,4,1:23.242,234.357,83.242,2024,23,Qatar Grand Prix,losail,6.031
piastri,mclaren,15,3,4,57,Finished,+6.819,3,1:23.218,234.425,83.218,2024,23,Qatar Grand Prix,losail,6.819
russell,mercedes,12,4,1,57,Finished,+14.104,5,1:23.355,234.039,83.355,2024,23,Qatar Grand Prix,losail,14.104
gasly,alpine,10,5,11,57,Finished,+16.782,8,1:23.705,233.061,83.705,2024,23,Qatar Grand Prix,losail,16.782
sainz,ferrari,8,6,7,57,Finished,+17.476,6,1:23.465,233.731,83.465,2024,23,Qatar Grand Prix,losail,17.476
alonso,aston_martin,6,7,8,57,Finished,+19.867,7,1:23.667,233.167,83.667,2024,23,Qatar Grand Prix,losail,19.867
zhou,sauber,4,8,12,57,Finished,+25.360,10,1:23.889,232.55,83.889,2024,23,Qatar Grand Prix,losail,25.36
kevin_magnussen,haas,2,9,10,57,Finished,+32.177,11,1:24.259,231.528,84.259,2024,23,Qatar Grand Prix,losail,32.177
norris,mclaren,2,10,3,57,Finished,+35.762,1,1:22.384,236.798,82.384,2024,23,Qatar Grand Prix,losail,35.762
bottas,sauber,0,11,13,57,Finished,+50.243,13,1:25.533,228.08,85.533,2024,23,Qatar Grand Prix,losail,50.243
hamilton,mercedes,0,12,6,57,Finished,+56.122,9,1:23.865,232.616,83.865,2024,23,Qatar Grand Prix,losail,56.122
tsunoda,rb,0,13,14,57,Finished,+1:01.100,17,1:26.144,226.462,86.144,2024,23,Qatar Grand Prix,losail,61.1
lawson,rb,0,14,17,57,Finished,+1:02.656,16,1:26.076,226.641,86.076,2024,23,Qatar Grand Prix,losail,62.656
norris,mclaren,25,1,1,58,Finished,1:26:33.291,3,1:27.438,217.429,87.438,2024,24,Abu Dhabi Grand Prix,yas_marina,0
sainz,ferrari,18,2,3,58,Finished,+5.832,5,1:27.765,216.619,87.765,2024,24,Abu Dhabi Grand Prix,yas_marina,5.832
leclerc,ferrari,15,3,19,58,Finished,+31.928,9,1:28.018,215.996,88.018,2024,24,Abu Dhabi Grand Prix,yas_marina,31.928
hamilton,mercedes,12,4,16,58,Finished,+36.483,2,1:27.278,217.828,87.27799999999999,2024,24,Abu Dhabi Grand Prix,yas_marina,36.483
russell,mercedes,10,5,6,58,Finished,+37.538,10,1:28.195,215.563,88.195,2024,24,Abu Dhabi Grand Prix,yas_marina,37.538
max_verstappen,red_bull,8,6,4,58,Finished,+49.847,6,1:27.765,216.619,87.765,2024,24,Abu Dhabi Grand Prix,yas_marina,49.847
gasly,alpine,6,7,5,58,Finished,+1:12.560,16,1:29.251,213.012,89.251,2024,24,Abu Dhabi Grand Prix,yas_marina,72.56
hulkenberg,haas,4,8,7,58,Finished,+1:15.554,14,1:29.152,213.249,89.152,2024,24,Abu Dhabi Grand Prix,yas_marina,75.554
alonso,aston_martin,2,9,8,58,Finished,+1:22.373,7,1:27.948,216.168,87.94800000000001,2024,24,Abu Dhabi Grand Prix,yas_marina,82.373
piastri,mclaren,1,10,2,58,Finished,+1:23.821,4,1:27.690,216.804,87.69,2024,24,Abu Dhabi Grand Prix,yas_marina,83.821
